Area,Perimeter,AspectRatio,Circularity,Compactness,CentroidX,CentroidY
212261,3360.864,1.85678073510773,0.236144694382995,0.183635050199631,860.672968656512,490.908169659052
111476,2571.334,8.96402877697842,0.211872336569081,0.643648163331293,764.434506082027,438.906293731386
96054,2327.058,9.05511811023622,0.222900428478999,0.657678877096885,794.085410290045,314.894882045516
203628,2926.856,5.37164750957854,0.29870648269288,0.55647924967616,666.702457422358,388.734785982281
244058,3175.566,5.02040816326531,0.304130954668478,0.562418192209133,572.065115669226,444.250579780216
249970,3650.038,1.5024975024975,0.235777838795903,0.166037420026782,844.95762291475,631.618538224587
274579,3574.922,1.57995735607676,0.269987739053418,0.19752236504004,864.100062277159,646.557191190878
261006,3781.196,1.62289915966387,0.229404522535193,0.177453699926573,872.562025394052,567.714370550869
239336,3154.21,3.71679197994987,0.302298981455857,0.404477140254547,928.830338937728,519.576256810509
304483,3103.032,3.00849256900212,0.397374876048412,0.456217870055304,881.459050258964,537.199249219168
342641,3420.352,1.79477611940298,0.368050648053024,0.295336381157277,909.72155696487,608.876474210617
298307,3731.332,1.54926624737945,0.269243683348966,0.21156344768697,883.204292892892,617.475624105368
343538,3380.522,2.51661129568106,0.377760995098497,0.376674012916242,936.449924025872,570.009643765755
264626,3490.59,1.69515011547344,0.272925865295971,0.208155823070775,868.346984045407,643.375405288974
311711,3739.506,1.57401490947817,0.280113166946457,0.224601215412129,914.48595654308,643.441938205581
251063,3675.816,1.46183953033268,0.233499013662218,0.164430062061684,843.557461672966,598.181858736652
226160,3546.096,1.69124423963134,0.226008452782975,0.177488416479363,862.34227980191,609.649106827025
295117,3388.12,1.54423292273236,0.32306248104125,0.239650589915766,888.3213301843,627.26677216155
217484,3792.08,1.66081229418222,0.190056266755987,0.157786559658953,838.242560372257,625.553194717772
209519,3366.018,1.80299251870324,0.232380888830287,0.180667798001538,858.272629212625,619.30489836244
349289,3662.838,1.51828631138976,0.327159360506206,0.251192898201466,934.162910941942,646.527574587233
378509,3732.376,1.56404958677686,0.341440707862492,0.258270603840737,899.047090029563,633.105989553749
235661,3476.084,1.5792349726776,0.245085182308593,0.178237374023862,862.964499853603,593.526514781826
247348,3700.582,1.48133198789102,0.226975093170733,0.170023398598284,881.325589857205,630.728152238951
245809,3762.62,1.45535714285714,0.218186022262891,0.166229130825245,851.288191237912,612.54689209915
259717,3486.468,1.70683661645423,0.268496652077553,0.204308688096828,879.085916593831,566.529337702191
319281,3399.676,1.58857142857143,0.347142574757983,0.262512641315519,900.070473971204,625.626595381498
220363,3606.718,1.35127478753541,0.21287475721245,0.145412949072507,883.443726941456,617.507662357111
270409,3925.72,1.41477272727273,0.220491760491705,0.171398345908888,885.810120964909,632.211257761391
275902,3745.284,1.47628458498024,0.247169683893071,0.182483557418078,896.324260063356,648.334771041892
306056,3856.704,1.43886255924171,0.258570005944637,0.191107031576844,908.512991086599,630.232506469404
340609,3588.148,1.44084934277048,0.332449196154624,0.241682365671509,949.932165620991,601.50693904154
353623,3724.712,1.40379146919431,0.320305924784382,0.226325238166859,899.625341111862,624.086603529748
328658,3822.67,1.34080717488789,0.282631429820471,0.197164239542871,862.890472771087,668.329956976553
303265,3476.192,1.25556631171346,0.315373097406817,0.226350778958965,883.540814139449,665.688671623827
336397,3739.356,1.46718903036239,0.302321024824149,0.219945235501727,939.494433660229,679.53705294637
322962,3816.698,1.44038461538462,0.278602940096805,0.207303327513608,928.068138047201,650.156188653773
368594,3855.544,1.35095715587967,0.311592358190992,0.226721877971698,930.704544837952,670.994413907986
236764,3869.582,1.43381642512077,0.198699797344501,0.154149250621769,849.703544457772,617.211054045379
227419,3783.408,1.360853432282,0.199650431843731,0.143806286225217,851.824566109252,586.225218649277
298293,3698.808,1.38243626062323,0.273986616619372,0.192400424155173,912.414914195104,634.008270391863
290164,3748.492,1.39710144927536,0.259501705750291,0.193880837359098,896.022663045726,648.857311727161
243094,3754.418,1.38945420906568,0.216719932662167,0.149719584494802,902.027108855011,609.683418759821
245667,3820.148,1.39102564102564,0.211541855382079,0.148103871112429,876.505603113157,637.962559073868
399895,3908.044,1.30810810810811,0.329031099440204,0.248116918571464,929.068147888821,657.998849698046
410330,3893.998,1.4352380952381,0.340056974046705,0.259316838878883,927.721524139108,651.477990885385
397821,3930.64,1.36259877085162,0.323572071990684,0.225046500366572,899.664457130217,663.337619180486
253503,3744.94,1.36772983114447,0.227145030259181,0.163105413105413,850.767280860582,535.963744018808
371015,3598.46,1.5146750524109,0.360054276342425,0.26913813990265,921.285023516569,511.685007344716
383058,3891.93,1.37043633125557,0.317793024211591,0.221638989132076,897.116042479207,633.023087887474
349859,3760.276,1.44179389312977,0.310930602817938,0.220936415396507,898.599041328078,640.259993311591
347921,3777.79,1.44794651384909,0.306347881648904,0.219197077716708,692.870786759063,513.451976167003
389077,3743.786,1.57692307692308,0.348837681045411,0.266609061269575,925.070713509151,584.202294147431
476393,3913.448,1.41116279069767,0.390891386354305,0.292126749551594,632.872531712263,645.502205112166
270570,3718.51,1.54463390170512,0.245896075901282,0.17622347562167,854.637280555864,521.996621946262
426971,3887.47,1.38476011288805,0.355037430282624,0.272870950754632,978.756039637352,679.283091825909
434824,3861.012,1.44496707431797,0.366539740502456,0.266310951709,623.394621732011,463.199257630674
459724,3764.18,1.42610364683301,0.407723998932352,0.29690030818671,677.756925894667,532.598202399701
402862,3523.666,1.52029914529915,0.407733782949781,0.302465298424539,923.884335082485,608.875555401105
561621,3499.502,2.70216606498195,0.57628950474273,0.677191928984322,709.20830595722,598.385569627916
598202,3546.16,2.70744680851064,0.597779574047946,0.694591908298383,866.252396347722,510.781155863738
658860,3730.082,1.6401384083045,0.595067521815797,0.53440984236832,837.104591263698,603.682943265641
796381,4208.434,1.47784200385356,0.565053686800475,0.500147585995533,859.132947672031,568.725866136937
833676,4188.302,1.54103343465046,0.597215656741159,0.555329740272457,809.765972632054,553.857856049592
774247,4093.214,1.42140790742527,0.580711589526892,0.506527806309035,804.348248039708,550.811906277971
791546,4010.696,1.59935205183585,0.618367324695086,0.577178457728783,803.406407208172,564.91130395454
808824,4130.102,1.51554663991976,0.595857401861471,0.536901239788193,798.816257925086,585.599605105684
718684,3922.232,1.38823529411765,0.587058368261235,0.497593331117758,876.55598983698,616.203618001792
